location_scope,location_name,time_breakdown,breakdown,attribute,value,date
pagasa_station,"AMBULONG, BATANGAS",December,month,temp_high,35.3,
pagasa_station,"AMBULONG, BATANGAS",December,month,temp_low,16.8,05-15-1921
pagasa_station,"AMBULONG, BATANGAS",March,month,rainfall_mm,60.6,01-09-1985
pagasa_station,"AMBULONG, BATANGAS",March,month,sea_lvl_pressure_mbs_high,1021.3,07-15-1983
pagasa_station,"AMBULONG, BATANGAS",March,month,sea_lvl_pressure_mbs_low,1002.9,12-27-2001
pagasa_station,"AMBULONG, BATANGAS",March,month,strongest_winds,22 at ENE,03-10-1989
pagasa_station,"AMBULONG, BATANGAS",March,month,temp_high,38.0,
pagasa_station,"AMBULONG, BATANGAS",March,month,temp_low,16.2,05-15-1921
pagasa_station,"AMBULONG, BATANGAS",May,month,rainfall_mm,499.2,01-09-1985
pagasa_station,"AMBULONG, BATANGAS",May,month,sea_lvl_pressure_mbs_high,1016.2,07-15-1983
pagasa_station,"AMBULONG, BATANGAS",May,month,sea_lvl_pressure_mbs_low,987.3,12-27-2001
pagasa_station,"AMBULONG, BATANGAS",May,month,strongest_winds,41 at SW,05-17-1989
pagasa_station,"AMBULONG, BATANGAS",May,month,temp_high,38.8,
pagasa_station,"AMBULONG, BATANGAS",May,month,temp_low,20.0,05-15-1921
pagasa_station,"AMBULONG, BATANGAS",October,month,rainfall_mm,242.8,01-09-1985
pagasa_station,"AMBULONG, BATANGAS",October,month,sea_lvl_pressure_mbs_high,1017.3,07-15-1983
pagasa_station,"AMBULONG, BATANGAS",October,month,sea_lvl_pressure_mbs_low,977.4,12-27-2001
pagasa_station,"AMBULONG, BATANGAS",October,month,strongest_winds,70 at S,10-11-1989
pagasa_station,"AMBULONG, BATANGAS",October,month,temp_high,37.3,
pagasa_station,"AMBULONG, BATANGAS",October,month,temp_low,18.9,05-15-1921
pagasa_station,"AMBULONG, BATANGAS",September,month,rainfall_mm,273.8,01-09-1985
pagasa_station,"AMBULONG, BATANGAS",September,month,sea_lvl_pressure_mbs_high,1015.7,07-15-1983
pagasa_station,"AMBULONG, BATANGAS",September,month,sea_lvl_pressure_mbs_low,987.7,12-27-2001
pagasa_station,"AMBULONG, BATANGAS",September,month,strongest_winds,54 at SSW,09-09-1982
pagasa_station,"AMBULONG, BATANGAS",September,month,temp_high,35.8,
pagasa_station,"AMBULONG, BATANGAS",September,month,temp_low,19.5,05-15-1921
pagasa_station,"APARRI, CAGAYAN",April,month,rainfall_mm,119.3,12-22-1925
pagasa_station,"APARRI, CAGAYAN",April,month,sea_lvl_pressure_mbs_high,1023.4,12-02-1981
pagasa_station,"APARRI, CAGAYAN",April,month,sea_lvl_pressure_mbs_low,993.6,12-11-1967
pagasa_station,"APARRI, CAGAYAN",April,month,strongest_winds,34 at ENE,04-08-1967
pagasa_station,"APARRI, CAGAYAN",April,month,temp_high,38.4,
pagasa_station,"APARRI, CAGAYAN",April,month,temp_low,16.0,12-09-1947
pagasa_station,"APARRI, CAGAYAN",August,month,rainfall_mm,225.5,12-22-1925
pagasa_station,"APARRI, CAGAYAN",August,month,sea_lvl_pressure_mbs_high,1018.3,12-02-1981
pagasa_station,"APARRI, CAGAYAN",August,month,sea_lvl_pressure_mbs_low,973.5,12-11-1967
pagasa_station,"APARRI, CAGAYAN",August,month,strongest_winds,45 at N,08-28-1984
pagasa_station,"APARRI, CAGAYAN",August,month,temp_high,37.5,
pagasa_station,"APARRI, CAGAYAN",August,month,temp_low,20.0,12-09-1947
pagasa_station,"APARRI, CAGAYAN",December,month,rainfall_mm,197.8,12-22-1925
pagasa_station,"APARRI, CAGAYAN",December,month,sea_lvl_pressure_mbs_high,1025.3,12-02-1981
pagasa_station,"APARRI, CAGAYAN",December,month,sea_lvl_pressure_mbs_low,997.5,12-11-1967
pagasa_station,"APARRI, CAGAYAN",December,month,strongest_winds,26 at NE,12-02-1981
pagasa_station,"APARRI, CAGAYAN",December,month,temp_high,33.2,
pagasa_station,"APARRI, CAGAYAN",December,month,temp_low,15.0,12-09-1947
pagasa_station,"APARRI, CAGAYAN",February,month,rainfall_mm,74.0,12-22-1925
pagasa_station,"APARRI, CAGAYAN",February,month,sea_lvl_pressure_mbs_high,1027.6,12-02-1981
pagasa_station,"APARRI, CAGAYAN",February,month,sea_lvl_pressure_mbs_low,1003.7,12-11-1967
pagasa_station,"APARRI, CAGAYAN",February,month,strongest_winds,30 at NE,02-10-1982
pagasa_station,"APARRI, CAGAYAN",February,month,temp_high,35.8,
pagasa_station,"APARRI, CAGAYAN",February,month,temp_low,13.7,12-09-1947
pagasa_station,"APARRI, CAGAYAN",January,month,rainfall_mm,131.1,12-22-1925
pagasa_station,"APARRI, CAGAYAN",January,month,sea_lvl_pressure_mbs_high,1027.6,12-02-1981
pagasa_station,"APARRI, CAGAYAN",January,month,sea_lvl_pressure_mbs_low,998.5,12-11-1967
pagasa_station,"APARRI, CAGAYAN",January,month,strongest_winds,26 at NE,01-29-1975
pagasa_station,"APARRI, CAGAYAN",January,month,temp_high,33.9,
pagasa_station,"APARRI, CAGAYAN",January,month,temp_low,15.0,12-09-1947
pagasa_station,"APARRI, CAGAYAN",March,month,rainfall_mm,91.9,12-22-1925
pagasa_station,"APARRI, CAGAYAN",March,month,sea_lvl_pressure_mbs_high,1026.4,12-02-1981
pagasa_station,"APARRI, CAGAYAN",March,month,sea_lvl_pressure_mbs_low,998.0,12-11-1967
pagasa_station,"APARRI, CAGAYAN",March,month,strongest_winds,25 at NW,03-20-1981
pagasa_station,"APARRI, CAGAYAN",March,month,temp_high,36.1,
pagasa_station,"APARRI, CAGAYAN",March,month,temp_low,15.0,12-09-1947
pagasa_station,"APARRI, CAGAYAN",May,month,rainfall_mm,237.0,12-22-1925
pagasa_station,"APARRI, CAGAYAN",May,month,sea_lvl_pressure_mbs_high,1017.1,12-02-1981
pagasa_station,"APARRI, CAGAYAN",May,month,sea_lvl_pressure_mbs_low,990.5,12-11-1967
pagasa_station,"APARRI, CAGAYAN",May,month,strongest_winds,22 at NE,05-14-1980
pagasa_station,"APARRI, CAGAYAN",May,month,temp_high,39.0,
pagasa_station,"APARRI, CAGAYAN",May,month,temp_low,20.0,12-09-1947
pagasa_station,"APARRI, CAGAYAN",November,month,rainfall_mm,453.1,12-22-1925
pagasa_station,"APARRI, CAGAYAN",November,month,sea_lvl_pressure_mbs_high,1027.3,12-02-1981
pagasa_station,"APARRI, CAGAYAN",November,month,sea_lvl_pressure_mbs_low,981.1,12-11-1967
pagasa_station,"APARRI, CAGAYAN",November,month,strongest_winds,53 at NE,11-02-1973
pagasa_station,"APARRI, CAGAYAN",November,month,temp_high,35.5,
pagasa_station,"APARRI, CAGAYAN",November,month,temp_low,16.3,12-09-1947
pagasa_station,"APARRI, CAGAYAN",October,month,rainfall_mm,379.9,12-22-1925
pagasa_station,"APARRI, CAGAYAN",October,month,sea_lvl_pressure_mbs_high,1025.8,12-02-1981
pagasa_station,"APARRI, CAGAYAN",October,month,sea_lvl_pressure_mbs_low,963.0,12-11-1967
pagasa_station,"APARRI, CAGAYAN",October,month,strongest_winds,58 at NNE,10-16-1967
pagasa_station,"APARRI, CAGAYAN",October,month,temp_high,36.2,
pagasa_station,"APARRI, CAGAYAN",October,month,temp_low,19.0,12-09-1947
pagasa_station,"APARRI, CAGAYAN",September,month,rainfall_mm,375.5,12-22-1925
pagasa_station,"APARRI, CAGAYAN",September,month,sea_lvl_pressure_mbs_high,1018.1,12-02-1981
pagasa_station,"APARRI, CAGAYAN",September,month,sea_lvl_pressure_mbs_low,953.3,12-11-1967
pagasa_station,"APARRI, CAGAYAN",September,month,strongest_winds,50 at N,09-06-1983
pagasa_station,"APARRI, CAGAYAN",September,month,temp_high,36.1,
pagasa_station,"APARRI, CAGAYAN",September,month,temp_low,21.0,12-09-1947
pagasa_station,"BAGUIO CITY, BENGUET",April,month,rainfall_mm,147.7,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",April,month,sea_lvl_pressure_mbs_high,1018.0,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",April,month,sea_lvl_pressure_mbs_low,992.4,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",April,month,strongest_winds,25 at SW,04-25-1976
pagasa_station,"BAGUIO CITY, BENGUET",April,month,temp_high,30.0,
pagasa_station,"BAGUIO CITY, BENGUET",April,month,temp_low,10.0,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",August,month,rainfall_mm,969.8,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",August,month,sea_lvl_pressure_mbs_high,1014.0,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",August,month,sea_lvl_pressure_mbs_low,985.3,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",August,month,strongest_winds,31 at S,08-07-1964
pagasa_station,"BAGUIO CITY, BENGUET",August,month,temp_high,27.7,
pagasa_station,"BAGUIO CITY, BENGUET",August,month,temp_low,12.8,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",December,month,rainfall_mm,148.8,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",December,month,sea_lvl_pressure_mbs_high,1020.6,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",December,month,sea_lvl_pressure_mbs_low,974.1,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",December,month,strongest_winds,30 at SSE,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",December,month,temp_high,28.2,
pagasa_station,"BAGUIO CITY, BENGUET",December,month,temp_low,7.6,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",February,month,rainfall_mm,58.4,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",February,month,sea_lvl_pressure_mbs_high,1020.6,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",February,month,sea_lvl_pressure_mbs_low,1002.3,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",February,month,strongest_winds,15 at ESE,02-13-1974
pagasa_station,"BAGUIO CITY, BENGUET",February,month,temp_high,28.7,
pagasa_station,"BAGUIO CITY, BENGUET",February,month,temp_low,6.7,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",January,month,rainfall_mm,107.4,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",January,month,sea_lvl_pressure_mbs_high,1021.7,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",January,month,sea_lvl_pressure_mbs_low,1001.9,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",January,month,strongest_winds,20 at SE,01-25-1975
pagasa_station,"BAGUIO CITY, BENGUET",January,month,temp_high,28.4,
pagasa_station,"BAGUIO CITY, BENGUET",January,month,temp_low,6.3,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",March,month,rainfall_mm,80.6,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",March,month,sea_lvl_pressure_mbs_high,1019.6,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",March,month,sea_lvl_pressure_mbs_low,1000.6,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",March,month,strongest_winds,17 at ESE,03-28-1996
pagasa_station,"BAGUIO CITY, BENGUET",March,month,temp_high,30.4,
pagasa_station,"BAGUIO CITY, BENGUET",March,month,temp_low,7.4,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",May,month,rainfall_mm,730.3,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",May,month,sea_lvl_pressure_mbs_high,1014.0,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",May,month,sea_lvl_pressure_mbs_low,987.8,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",May,month,strongest_winds,27 at SE,05-18-1989
pagasa_station,"BAGUIO CITY, BENGUET",May,month,temp_high,29.4,
pagasa_station,"BAGUIO CITY, BENGUET",May,month,temp_low,12.0,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",November,month,rainfall_mm,698.7,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",November,month,sea_lvl_pressure_mbs_high,1018.2,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",November,month,sea_lvl_pressure_mbs_low,978.4,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",November,month,strongest_winds,41 at SE,11-04-1967
pagasa_station,"BAGUIO CITY, BENGUET",November,month,temp_high,28.2,
pagasa_station,"BAGUIO CITY, BENGUET",November,month,temp_low,9.2,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",October,month,rainfall_mm,994.6,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",October,month,sea_lvl_pressure_mbs_high,1015.5,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",October,month,sea_lvl_pressure_mbs_low,955.7,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",October,month,strongest_winds,41 at WNW,10-27-1974
pagasa_station,"BAGUIO CITY, BENGUET",October,month,temp_high,27.7,
pagasa_station,"BAGUIO CITY, BENGUET",October,month,temp_low,11.3,12-28-1929
pagasa_station,"BAGUIO CITY, BENGUET",September,month,rainfall_mm,799.8,12-13-1991
pagasa_station,"BAGUIO CITY, BENGUET",September,month,sea_lvl_pressure_mbs_high,1013.8,12-02-2004
pagasa_station,"BAGUIO CITY, BENGUET",September,month,sea_lvl_pressure_mbs_low,988.7,12-28-2015
pagasa_station,"BAGUIO CITY, BENGUET",September,month,strongest_winds,38 at S,09-11-1970
pagasa_station,"BAGUIO CITY, BENGUET",September,month,temp_high,28.0,
pagasa_station,"BAGUIO CITY, BENGUET",September,month,temp_low,12.6,12-28-1929
pagasa_station,"BALER, AURORA",April,month,rainfall_mm,176.8,12-07-1962
pagasa_station,"BALER, AURORA",April,month,sea_lvl_pressure_mbs_high,1021.0,12-05-1993
pagasa_station,"BALER, AURORA",April,month,sea_lvl_pressure_mbs_low,985.4,12-07-1960
pagasa_station,"BALER, AURORA",April,month,strongest_winds,14 at W,04-08-1967
pagasa_station,"BALER, AURORA",April,month,temp_high,37.5,
pagasa_station,"BALER, AURORA",April,month,temp_low,17.7,12-11-1961
pagasa_station,"BALER, AURORA",December,month,rainfall_mm,675.6,12-07-1962
pagasa_station,"BALER, AURORA",December,month,sea_lvl_pressure_mbs_high,1023.5,12-05-1993
pagasa_station,"BALER, AURORA",December,month,sea_lvl_pressure_mbs_low,980.5,12-07-1960
pagasa_station,"BALER, AURORA",December,month,strongest_winds,25 at NE,12-05-1993
pagasa_station,"BALER, AURORA",December,month,temp_high,33.9,
pagasa_station,"BALER, AURORA",December,month,temp_low,16.1,12-11-1961
pagasa_station,"BALER, AURORA",February,month,rainfall_mm,208.3,12-07-1962
pagasa_station,"BALER, AURORA",February,month,sea_lvl_pressure_mbs_high,1025.4,12-05-1993
pagasa_station,"BALER, AURORA",February,month,sea_lvl_pressure_mbs_low,1003.7,12-07-1960
pagasa_station,"BALER, AURORA",February,month,strongest_winds,15 at E,02-03-1987
pagasa_station,"BALER, AURORA",February,month,temp_high,35.0,
pagasa_station,"BALER, AURORA",February,month,temp_low,15.3,12-11-1961
pagasa_station,"BALER, AURORA",January,month,rainfall_mm,210.0,12-07-1962
pagasa_station,"BALER, AURORA",January,month,sea_lvl_pressure_mbs_high,1025.8,12-05-1993
pagasa_station,"BALER, AURORA",January,month,sea_lvl_pressure_mbs_low,1000.7,12-07-1960
pagasa_station,"BALER, AURORA",January,month,strongest_winds,17 at WNW,01-18-2015
pagasa_station,"BALER, AURORA",January,month,temp_high,33.3,
pagasa_station,"BALER, AURORA",January,month,temp_low,14.3,12-11-1961
pagasa_station,"BALER, AURORA",March,month,rainfall_mm,161.6,12-07-1962
pagasa_station,"BALER, AURORA",March,month,sea_lvl_pressure_mbs_high,1024.3,12-05-1993
pagasa_station,"BALER, AURORA",March,month,sea_lvl_pressure_mbs_low,1003.0,12-07-1960
pagasa_station,"BALER, AURORA",March,month,strongest_winds,18 at NE,03-23-1980
pagasa_station,"BALER, AURORA",March,month,temp_high,35.8,
pagasa_station,"BALER, AURORA",March,month,temp_low,17.1,12-11-1961
pagasa_station,"BALER, AURORA",November,month,rainfall_mm,423.2,12-07-1962
pagasa_station,"BALER, AURORA",November,month,sea_lvl_pressure_mbs_high,1021.5,12-05-1993
pagasa_station,"BALER, AURORA",November,month,sea_lvl_pressure_mbs_low,898.3,12-07-1960
pagasa_station,"BALER, AURORA",November,month,strongest_winds,61 at SW,11-01-1993
pagasa_station,"BALER, AURORA",November,month,temp_high,34.2,
pagasa_station,"BALER, AURORA",November,month,temp_low,17.1,12-11-1961
pagasa_station,"BALER, AURORA",September,month,rainfall_mm,212.6,12-07-1962
pagasa_station,"BALER, AURORA",September,month,sea_lvl_pressure_mbs_high,1018.3,12-05-1993
pagasa_station,"BALER, AURORA",September,month,sea_lvl_pressure_mbs_low,976.9,12-07-1960
pagasa_station,"BALER, AURORA",September,month,strongest_winds,38 at S,09-27-2011
pagasa_station,"BALER, AURORA",September,month,temp_high,37.0,
pagasa_station,"BALER, AURORA",September,month,temp_low,19.6,12-11-1961
pagasa_station,"BASCO, BATANES",April,month,rainfall_mm,118.6,12-02-1979
pagasa_station,"BASCO, BATANES",April,month,sea_lvl_pressure_mbs_high,1023.5,12-06-2020
pagasa_station,"BASCO, BATANES",April,month,sea_lvl_pressure_mbs_low,992.8,12-14-2005
pagasa_station,"BASCO, BATANES",April,month,strongest_winds,31 at NW,04-22-2003
pagasa_station,"BASCO, BATANES",April,month,temp_high,35.5,
pagasa_station,"BASCO, BATANES",April,month,temp_low,15.5,12-02-1998
pagasa_station,"BASCO, BATANES",August,month,rainfall_mm,253.9,12-02-1979
pagasa_station,"BASCO, BATANES",August,month,sea_lvl_pressure_mbs_high,1015.8,12-06-2020
pagasa_station,"BASCO, BATANES",August,month,sea_lvl_pressure_mbs_low,929.3,12-14-2005
pagasa_station,"BASCO, BATANES",August,month,strongest_winds,58 at NW,08-01-1979
pagasa_station,"BASCO, BATANES",August,month,temp_high,37.2,
pagasa_station,"BASCO, BATANES",August,month,temp_low,15.0,12-02-1998
pagasa_station,"BASCO, BATANES",December,month,rainfall_mm,213.3,12-02-1979
pagasa_station,"BASCO, BATANES",December,month,sea_lvl_pressure_mbs_high,1029.8,12-06-2020
pagasa_station,"BASCO, BATANES",December,month,sea_lvl_pressure_mbs_low,988.6,12-14-2005
pagasa_station,"BASCO, BATANES",December,month,strongest_winds,33 at NNE,12-06-2020
pagasa_station,"BASCO, BATANES",December,month,temp_high,32.8,
pagasa_station,"BASCO, BATANES",December,month,temp_low,11.5,12-02-1998
pagasa_station,"BASCO, BATANES",February,month,rainfall_mm,312.5,12-02-1979
pagasa_station,"BASCO, BATANES",February,month,sea_lvl_pressure_mbs_high,1027.6,12-06-2020
pagasa_station,"BASCO, BATANES",February,month,sea_lvl_pressure_mbs_low,1004.6,12-14-2005
pagasa_station,"BASCO, BATANES",February,month,strongest_winds,29 at NE,02-09-1970
pagasa_station,"BASCO, BATANES",February,month,temp_high,32.6,
pagasa_station,"BASCO, BATANES",February,month,temp_low,11.6,12-02-1998
pagasa_station,"BASCO, BATANES",January,month,rainfall_mm,176.3,12-02-1979
pagasa_station,"BASCO, BATANES",January,month,sea_lvl_pressure_mbs_high,1028.7,12-06-2020
pagasa_station,"BASCO, BATANES",January,month,sea_lvl_pressure_mbs_low,1004.2,12-14-2005
pagasa_station,"BASCO, BATANES",January,month,strongest_winds,36 at N,01-02-1981
pagasa_station,"BASCO, BATANES",January,month,temp_high,31.8,
pagasa_station,"BASCO, BATANES",January,month,temp_low,11.4,12-02-1998
pagasa_station,"BASCO, BATANES",March,month,rainfall_mm,152.1,12-02-1979
pagasa_station,"BASCO, BATANES",March,month,sea_lvl_pressure_mbs_high,1028.0,12-06-2020
pagasa_station,"BASCO, BATANES",March,month,sea_lvl_pressure_mbs_low,1002.2,12-14-2005
pagasa_station,"BASCO, BATANES",March,month,strongest_winds,30 at NNE,03-28-2011
pagasa_station,"BASCO, BATANES",March,month,temp_high,34.8,
pagasa_station,"BASCO, BATANES",March,month,temp_low,12.6,12-02-1998
pagasa_station,"BASCO, BATANES",May,month,rainfall_mm,242.2,12-02-1979
pagasa_station,"BASCO, BATANES",May,month,sea_lvl_pressure_mbs_high,1019.0,12-06-2020
pagasa_station,"BASCO, BATANES",May,month,sea_lvl_pressure_mbs_low,951.7,12-14-2005
pagasa_station,"BASCO, BATANES",May,month,strongest_winds,60 at E,05-10-2015
pagasa_station,"BASCO, BATANES",May,month,temp_high,36.4,
pagasa_station,"BASCO, BATANES",May,month,temp_low,17.2,12-02-1998
pagasa_station,"BASCO, BATANES",November,month,rainfall_mm,274.0,12-02-1979
pagasa_station,"BASCO, BATANES",November,month,sea_lvl_pressure_mbs_high,1026.1,12-06-2020
pagasa_station,"BASCO, BATANES",November,month,sea_lvl_pressure_mbs_low,943.9,12-14-2005
pagasa_station,"BASCO, BATANES",November,month,strongest_winds,40 at NE,11-19-2019
pagasa_station,"BASCO, BATANES",November,month,temp_high,32.9,
pagasa_station,"BASCO, BATANES",November,month,temp_low,14.0,12-02-1998
pagasa_station,"BASCO, BATANES",October,month,rainfall_mm,616.4,12-02-1979
pagasa_station,"BASCO, BATANES",October,month,sea_lvl_pressure_mbs_high,1021.9,12-06-2020
pagasa_station,"BASCO, BATANES",October,month,sea_lvl_pressure_mbs_low,945.7,12-14-2005
pagasa_station,"BASCO, BATANES",October,month,strongest_winds,42 at SW,10-01-1969
